Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
69,"('ON', 'ON')",3332.0,2011-01-14,11.640000343322754,38.78448114395142,2024-12-30,63.459999084472656,0.0,172625.45132436752,4.4508897949067725,Long,Open,69
70,"('ORLY', 'ORLY')",969.0,2010-04-30,48.869998931884766,47.355028964996336,2024-12-30,1179.9200439453125,0.0,1095940.1385890464,23.143057084795327,Long,Open,70
71,"('PANW', 'PANW')",4962.0,2014-02-07,10.960000038146973,54.38352018928528,2024-12-30,184.1999969482422,0.0,859562.4811477031,15.805569006124312,Long,Open,71
72,"('PAYX', 'PAYX')",1364.0,2012-07-20,21.546443939208984,29.389349533081056,2024-12-30,138.055419921875,0.0,158888.85389082337,5.406341290812711,Long,Open,72
73,"('PCAR', 'PCAR')",1389.0,2014-02-28,28.90679168701172,40.15153365325928,2024-12-30,102.9336166381836,0.0,102783.10832352447,2.5598800088469624,Long,Open,73
74,"('PDD', 'PDD')",676.0,2020-04-24,49.56999969482422,33.509319793701174,2024-12-30,94.38999938964844,0.0,30264.81047390747,0.9031759122605771,Long,Open,74
75,"('PEP', 'PEP')",639.0,2013-02-15,51.61345291137695,32.980996410369876,2024-12-30,150.3903350830078,0.0,63085.44671126175,1.9127817099978959,Long,Open,75
76,"('PLTR', 'PLTR')",1517.0,2023-05-26,13.649999618530273,20.707049421310426,2024-12-30,77.18000030517578,0.0,96354.30399221992,4.653212634585108,Long,Open,76
77,"('PYPL', 'PYPL')",1440.0,2016-09-16,40.70000076293945,58.60800109863281,2024-12-30,85.43000030517578,0.0,64352.59133972168,1.0980171671683727,Long,Open,77
78,"('QCOM', 'QCOM')",970.0,2011-01-28,37.20814895629883,36.09190448760987,2024-12-30,153.7509765625,0.0,113010.45087352753,3.1311855796449684,Long,Open,78
79,"('REGN', 'REGN')",1583.0,2011-02-18,37.376678466796875,59.16728201293945,2024-12-30,700.6531982421875,0.0,1049907.5635224304,17.744732017482622,Long,Open,79
80,"('ROP', 'ROP')",1779.0,2010-12-17,71.77136993408203,127.68126711273193,2024-12-30,518.2965698242188,0.0,794240.6493374405,6.220494731119735,Long,Open,80
81,"('ROST', 'ROST')",12009.0,2011-05-06,17.021621704101562,204.41265504455566,2024-12-30,151.01126098632812,0.0,1608877.1654852142,7.87073170755758,Long,Open,81
82,"('SBUX', 'SBUX')",17068.0,2009-07-24,6.519258975982666,111.27071220207215,2024-12-30,89.46124267578125,0.0,1415542.50707596,12.721609119435465,Long,Open,82
83,"('SHOP', 'SHOP')",10226.0,2016-08-12,3.937999963760376,40.269987629413606,2024-12-30,106.69000244140625,0.0,1050701.7073487772,26.091433576238153,Long,Open,83
84,"('SNPS', 'SNPS')",2855.0,2010-12-03,26.25,74.94375000000001,2024-12-30,486.739990234375,0.0,1314623.9783691405,17.54147581845238,Long,Open,84
85,"('TEAM', 'TEAM')",1349.0,2017-10-06,38.66999816894531,52.165827529907226,2024-12-30,247.10000610351562,0.0,281119.91487620544,5.388966842614284,Long,Open,85
86,"('TMUS', 'TMUS')",5036.0,2011-01-07,20.98534393310547,105.68219204711914,2024-12-30,219.92494201660156,0.0,1001754.1337564392,9.478930313158154,Long,Open,86
87,"('TSLA', 'TSLA')",23399.0,2012-03-30,2.4826669692993164,58.091924414634704,2024-12-30,417.4100036621094,0.0,9708826.659350649,167.12868022848232,Long,Open,87
88,"('TTD', 'TTD')",1994.0,2018-08-10,12.793000221252441,25.509242441177367,2024-12-30,120.16999816894531,0.0,214084.2246652584,8.392417970032724,Long,Open,88
89,"('TTWO', 'TTWO')",3421.0,2011-02-04,14.119999885559082,48.30451960849762,2024-12-30,184.5399932861328,0.0,582958.4929037542,12.068404729589766,Long,Open,89
90,"('TXN', 'TXN')",1583.0,2014-03-21,34.74361038208008,54.999135234832764,2024-12-30,185.00192260742188,0.0,237803.90911748123,4.323775421233754,Long,Open,90
91,"('VRSK', 'VRSK')",1925.0,2011-11-04,36.47993469238281,70.22387428283692,2024-12-30,275.3113708496094,0.0,459680.2907283783,6.545926088853325,Long,Open,91
92,"('VRTX', 'VRTX')",1039.0,2009-11-06,39.220001220703125,40.74958126831055,2024-12-30,399.3500061035156,0.0,374134.3254919739,9.181304785159215,Long,Open,92
93,"('WBD', 'WBD')",2616.0,2012-12-21,32.26877975463867,84.41512783813477,2024-12-30,10.510000228881836,0.0,-57005.382367218015,-0.6752981820571937,Long,Open,93
94,"('WDAY', 'WDAY')",642.0,2014-01-10,89.69000244140625,57.580981567382814,2024-12-30,262.0,0.0,110565.4374510498,1.9201728494618167,Long,Open,94
95,"('XEL', 'XEL')",1679.0,2011-09-16,15.974699020385742,26.82151965522766,2024-12-30,66.4781723022461,0.0,84768.5101205883,3.160466342333681,Long,Open,95
96,"('ZS', 'ZS')",464.0,2019-03-15,67.19000244140625,31.1761611328125,2024-12-30,183.1300048828125,0.0,53764.98497167969,1.7245543716122491,Long,Open,96
